Note,Australia,Canada,Denmark,UK,Japan,Korea,Norway,Sweden,Switzerland,Austria,Belgium,France,Germany,Spain,Italy,Finland,Netherlands,United States,,Australia,Canada,Denmark,UK,Japan,Korea,Norway,Sweden,Switzerland,Austria,Belgium,France,Germany,Spain,Italy,Finland,Netherlands,United States
1988.1,4.2159130167,4.2960451817,4.304514992,4.1094039319,4.462044342,3.9495653879,4.2699072179,4.1931244731,4.3247708632,4.3101492498,4.3286192651,4.3544010376,4.3067950122,4.0750462078,4.0996007244,4.2756308611,4.3214801348,4.2106776583,1988.1,67.756,73.4089,74.0333,60.9104,86.6645,51.9128,71.515,66.2294,75.5482,74.4516,75.8395,77.8202,74.20229,58.8532,60.3162,71.9255,75.3,67.4022
1988.2,4.2328143658,4.3087648429,4.3188205588,4.1332270772,4.4687936068,3.9683182691,4.2871979639,4.2105322519,4.3287207901,4.3143699237,4.3354629276,4.3641884765,4.3115490455,4.0785437171,4.1099045421,4.2945251376,4.3280982926,4.2232360404,1988.2,68.9109,74.3486,75.1,62.3789,87.2514,52.8955,72.7623,67.3924,75.8472,74.7665,76.3603,78.5856,74.55589,59.0594,60.9409,73.2974,75.8,68.254
1988.3,4.2516303225,4.3198014357,4.3236914994,4.1469417562,4.4706600288,3.9803375135,4.2951852432,4.2220339234,4.3287207901,4.3291663237,4.3417630779,4.3731082337,4.3126430619,4.1037155173,4.1193509467,4.3051631388,4.3320482649,4.2364776044,1988.3,70.2198,75.1737,75.4667,63.2403,87.4144,53.5351,73.3458,68.172,75.8472,75.881,76.8429,79.2897,74.6375,60.5649,61.5193,74.0813,76.1,69.1638
1988.4,4.2722508304,4.3276971568,4.3359826962,4.1677762343,4.4780922109,3.9893302829,4.3040394172,4.2372898382,4.3348341311,4.3227608548,4.3442845278,4.3792665792,4.3170066643,4.1161239925,4.1372427999,4.3151079499,4.3359826962,4.2467794853,1988.4,71.6828,75.7696,76.4,64.5717,88.0665,54.0187,73.9981,69.22,76.3123,75.3965,77.0369,79.7795,74.9639,61.3211,62.6299,74.8217,76.4,69.88
1989.1,4.2818706077,4.340021649,4.3489867806,4.1837189784,4.4725229738,4.0039492845,4.3164862785,4.2557673078,4.3473795465,4.3326722489,4.3539807499,4.387673163,4.3307005766,4.1354433184,4.156270298,4.3349913673,4.3294166844,4.2577989707,1989.1,72.3757,76.7092,77.4,65.6094,87.5774,54.8142,74.9249,70.5109,77.2757,76.1475,77.7875,80.453,75.99751,62.5173,63.833,76.3243,75.9,70.6543
1989.2,4.3060442145,4.3572022947,4.3656431554,4.2119646216,4.4960715813,4.0228360291,4.3329952539,4.273729868,4.3567934385,4.3399642879,4.3649809286,4.3997756842,4.3399631146,4.1453449804,4.1724484686,4.3595087494,4.3372907408,4.2741031151,1989.2,74.1466,78.0385,78.7,67.489,89.6642,55.8593,76.1721,71.7889,78.0066,76.7048,78.6479,81.4326,76.70471,63.1394,64.8741,78.2187,76.5,71.8157
1989.3,4.3286324508,4.3714913328,4.3711337723,4.2212047937,4.4975248399,4.0353250058,4.3395835352,4.2827696766,4.3597708007,4.3547004009,4.3736756117,4.406520447,4.3403177887,4.1705568663,4.1813246887,4.369757931,4.3438054219,4.2821565744,1989.3,75.8405,79.1616,79.1333,68.1155,89.7946,56.5613,76.6756,72.4408,78.2392,77.8435,79.3347,81.9837,76.73192,64.7515,65.4525,79.0245,77,72.3964
1989.4,4.3472397774,4.378415121,4.3841082167,4.240844622,4.5036788421,4.0471131825,4.3455350939,4.3002578549,4.3774486718,4.3503334187,4.379707698,4.4145168158,4.3466781747,4.1847366072,4.1984973489,4.3828975054,4.3489867806,4.2917367073,1989.4,77.2649,79.7116,80.1667,69.4665,90.3489,57.232,77.1333,73.7188,79.6346,77.5043,79.8147,82.6419,77.22152,65.6762,66.5862,80.0697,77.4,73.0933
1990.1,4.3641503009,4.3926883461,4.3820266347,4.2584455729,4.5072805823,4.0670812733,4.3590906034,4.3426879146,4.3952278637,4.3627597139,4.3880211317,4.4227474241,4.3575383543,4.2029911728,4.2187898005,4.4046866952,4.3515674272,4.3088038476,1990.1,78.5826,80.8575,80,70.7,90.6749,58.3863,78.186,76.914,81.0631,78.4734,80.481,83.3249,78.06473,66.8861,67.9512,81.8335,77.6,74.3515
1990.2,4.3798830889,4.4017177361,4.3899117156,4.3041840051,4.5208522693,4.1079137496,4.37044103,4.3689274639,4.4046097067,4.3698351192,4.395385753,4.4311524568,4.3627511759,4.2107711227,4.231309844,4.4176410935,4.360547603,4.3189071063,1990.2,79.8287,81.5909,80.6333,74.0088,91.9139,60.8197,79.0785,78.9589,81.8272,79.0306,81.0759,84.0282,78.47273,67.4085,68.8073,82.9005,78.3,75.1065
1990.3,4.3876570044,4.4126140339,4.3965050645,4.3204530471,4.5233330359,4.1272182525,4.3766434211,4.3881652547,4.4159146446,4.3871584444,4.4063777255,4.4388227607,4.3672470781,4.2325618339,4.2446693613,4.4273142435,4.3681812279,4.3360271978,1990.3,80.4517,82.4848,81.1667,75.2227,92.1422,62.0052,79.5705,80.4926,82.7575,80.4116,81.972,84.6752,78.82633,68.8935,69.7327,83.7063,78.9,76.4034
1990.4,4.4134586813,4.4264106776,4.4063130672,4.3359499731,4.5391308058,4.1354865056,4.3896450408,4.4064155426,4.4350008905,4.386253937,4.4182669493,4.4487397428,4.3765208808,4.2499213675,4.2634049662,4.4348301631,4.3770140929,4.3521123818,1990.4,82.5545,83.6307,81.9667,76.3975,93.6094,62.52,80.6118,81.9751,84.3522,80.3389,82.9524,85.5191,79.56075,70.0999,71.0515,84.3378,79.6,77.6423
1991.1,4.4115708737,4.4550458894,4.4063130672,4.3418268424,4.5439956005,4.1712654791,4.3967169516,4.4495918208,4.4525689718,4.3961563386,4.4244956721,4.4559506613,4.3853474895,4.262977016,4.2805156445,4.4524885932,4.3795235045,4.3603061945,1991.1,82.3988,86.0601,81.9667,76.8478,94.0659,64.7974,81.1839,85.592,85.8472,81.1384,83.4707,86.138,80.26611,71.0211,72.2777,85.8403,79.8,78.2811
1991.2,4.4134586813,4.4624746448,4.4156221812,4.3625035433,4.5543399423,4.1948186588,4.4069533662,4.4669122121,4.4652584824,4.4038896379,4.4272748191,4.4637586838,4.3951559419,4.2697310156,4.2948170562,4.4613275288,4.3870141762,4.3662224031,1991.2,82.5545,86.7018,82.7333,78.4533,95.044,66.3417,82.0192,87.0874,86.9435,81.7683,83.703,86.8132,81.05727,71.5024,73.3188,86.6024,80.4,78.7456
1991.3,4.4191032239,4.4680105048,4.4192417322,4.3669853293,4.5543399423,4.210478832,4.4109905998,4.469257675,4.4751446407,4.421511736,4.4387081987,4.4702183564,4.4118743515,4.2900963615,4.306425818,4.4633370001,4.4030540019,4.374058725,1991.3,83.0218,87.1831,83.0333,78.8057,95.044,67.3888,82.351,87.2919,87.8073,83.222,84.6655,87.3758,82.42381,72.9735,74.1749,86.7766,81.7,79.3651
1991.4,4.4284401674,4.4666951652,4.4272389775,4.3766283401,4.5666143717,4.222164467,4.415842141,4.4823481006,4.486431694,4.4156717368,4.44403148,4.4782352744,4.4300330394,4.3042218377,4.3203639743,4.4688428885,4.4115854369,4.38159154,1991.4,83.8006,87.0685,83.7,79.5693,96.2178,68.1809,82.7515,88.4421,88.804,82.7374,85.1174,88.0791,83.93419,74.0116,75.216,87.2557,82.4,79.9652
1992.1,4.4284401674,4.4711609649,4.4292286336,4.3820266347,4.562879405,4.2395871108,4.4206702583,4.4830703463,4.4990716203,4.4356764004,4.4483713362,4.4833324411,4.443227561,4.3264504978,4.3353241024,4.479764547,4.415219602,4.3885863228,1992.1,83.8006,87.4582,83.8667,80,95.8591,69.3792,83.152,88.506,89.9336,84.4092,85.4876,88.5292,85.049,75.6752,76.3497,88.2139,82.7,80.5265
1992.2,4.4256487053,4.476126992,4.4402955428,4.40333548,4.5763940973,4.259298109,4.4310739086,4.4882553983,4.508263833,4.4439656864,4.4541786774,4.4909292447,4.4541611161,4.3316605419,4.3470728054,4.4873872753,4.4248466319,4.3967268058,1992.2,83.567,87.8936,84.8,81.723,97.1634,70.7603,84.0216,88.9661,90.7641,85.1118,85.9855,89.2043,85.98399,76.0705,77.252,88.8889,83.5,81.1847
1992.3,4.4265804573,4.4802904029,4.439902777,4.4026157173,4.5723587296,4.269009101,4.4335226585,4.4906949236,4.5104583272,4.4597801858,4.4616034646,4.491245323,4.4599994323,4.3445012836,4.3548288555,4.487877655,4.4308167988,4.4045644884,1992.3,83.6449,88.2603,84.7667,81.6642,96.7721,71.4508,84.2276,89.1834,90.9635,86.4685,86.6263,89.2325,86.48746,77.0536,77.8535,88.9325,84,81.8235
1992.4,4.4312250488,4.4844365516,4.442259415,4.4066838808,4.5757218076,4.2684407163,4.4378597958,4.5003928336,4.5202711219,4.4558496555,4.4664252263,4.4962767703,4.4633202904,4.3549739894,4.3666464639,4.4937368234,4.4367515344,4.4116364065,1992.4,84.0343,88.627,84.9667,81.9971,97.0981,71.4102,84.5937,90.0525,91.8605,86.1293,87.045,89.6826,86.77515,77.8648,78.779,89.4551,84.5,82.4042
1993.1,4.440450012,4.4916509225,4.4426512565,4.399974602,4.5757218076,4.2848023742,4.4458086197,4.5314138443,4.5332068356,4.4736926827,4.4764352718,4.5043991227,4.4882857465,4.3679124972,4.3783247913,4.5053531656,4.4402955428,4.4200567355,1993.1,84.8131,89.2687,85,81.4488,97.0981,72.5882,85.2688,92.8898,93.0565,87.6799,87.9207,90.414,88.9688,78.8788,79.7044,90.5003,84.8,83.101
1993.2,4.4441160655,4.4934472508,4.4496852831,4.4159521027,4.5854132976,4.3050213926,4.4554246227,4.5366289982,4.5424465503,4.4803028659,4.4804059635,4.5106023306,4.49753954,4.3773670456,4.3904436123,4.5108726932,4.4473461008,4.4277143722,1993.2,85.1246,89.4292,85.6,82.7606,98.0437,74.0708,86.0927,93.3755,93.9203,88.2614,88.2705,90.9766,89.79592,79.6281,80.6762,91.0012,85.4,83.7398
1993.3,4.4486801052,4.4975393173,4.4516308193,4.4187875943,4.5897275601,4.3123978467,4.4548924964,4.5355328211,4.5449189944,4.4936630407,4.4898199387,4.5127642847,4.5039267391,4.3893807766,4.3995779552,4.5075165625,4.4578295981,4.4316367007,1993.3,85.514,89.7959,85.7667,82.9956,98.4676,74.6192,86.0469,93.2732,94.1528,89.4485,89.1054,91.1735,90.3713,80.5905,81.4165,90.6963,86.3,84.0689
1993.4,4.4505003714,4.5023763735,4.4574436604,4.4220847375,4.5870744411,4.3216089446,4.4568847718,4.543721287,4.5463295345,4.4901352459,4.4925948169,4.5173821438,4.5047222505,4.4015473595,4.4097560948,4.5082362887,4.4624538838,4.4385203832,1993.4,85.6698,90.2313,86.2667,83.2697,98.2067,75.3097,86.2185,94.0401,94.2857,89.1335,89.353,91.5955,90.44322,81.577,82.2494,90.7616,86.7,84.6496
1994.1,4.4541298307,4.4972842619,4.460529311,4.4234948204,4.588401372,4.3479578276,4.458211912,4.5476544142,4.5505492559,4.5041712559,4.5002517948,4.521366749,4.5177582924,4.4166852747,4.4226130014,4.5082362887,4.4693504628,4.4449028374,1994.1,85.9813,89.773,86.5333,83.3872,98.3371,77.3204,86.333,94.4107,94.6844,90.3934,90.0398,91.9612,91.62996,82.8213,83.3137,90.7616,87.3,85.1916
1994.2,4.4613506226,4.4937032865,4.4693504628,4.4414128429,4.5923726457,4.3617831102,4.4650801898,4.5566834758,4.5491446596,4.5092505205,4.505850278,4.5274659087,4.5247977406,4.4246226547,4.4292560577,4.5161225554,4.4761998047,4.4512448141,1994.2,86.6044,89.4521,87.3,84.8948,98.7284,78.3968,86.928,95.267,94.5515,90.8537,90.5453,92.5238,92.27726,83.4813,83.869,91.4802,87.9,85.7336
1994.3,4.4676250347,4.4990693964,4.4724007887,4.4416425126,4.5897275601,4.3792465237,4.4704621013,4.5609674833,4.5501985559,4.5235478981,4.5148887409,4.5289854435,4.5298513118,4.4352296669,4.4369503312,4.5251275616,4.4841318576,4.4600126133,1994.3,87.1495,89.9334,87.5667,84.9143,98.4676,79.7779,87.3971,95.676,94.6512,92.162,91.3674,92.6645,92.74477,84.3715,84.5168,92.3077,88.6,86.4886
1994.4,4.4756365061,4.5023763735,4.4780944819,4.4480788533,4.5950107533,4.3779734315,4.4747733042,4.5670933783,4.5512502872,4.5174836721,4.5122870585,4.5332261785,4.5294633979,4.4441935959,4.4481116157,4.5255997834,4.4886363697,4.464701644,1994.4,87.8505,90.2313,88.0667,85.4626,98.9892,79.6764,87.7747,96.2639,94.7508,91.6048,91.13,93.0583,92.7088,85.1312,85.4654,92.3513,89,86.8951
1995.1,4.4923396166,4.5124955301,4.4837559405,4.4569729161,4.5897275601,4.3945022397,4.4841160561,4.5729176188,4.5641408783,4.5285299334,4.5182082623,4.5386531756,4.538729911,4.4632701595,4.4631549068,4.5268496612,4.4931206822,4.4729099851,1995.1,89.3302,91.149,88.5667,86.2261,98.4676,81.0043,88.5986,96.8262,95.9801,92.6223,91.6712,93.5647,93.57188,86.7708,86.7608,92.4668,89.4,87.6113
1995.2,4.505332171,4.5205149402,4.4920014879,4.4749760756,4.5920423923,4.4089642863,4.491578106,4.5838137522,4.5675960365,4.5342679929,4.520295071,4.5437510611,4.5421827812,4.4746137922,4.481597045,4.529850557,4.4986979415,4.4817090604,1995.2,90.4984,91.8829,89.3,87.7925,98.6958,82.1843,89.2622,97.887,96.3123,93.1553,91.8627,94.0429,93.89553,87.7607,88.3757,92.7447,89.9,88.3856
1995.3,4.5173089935,4.5224155544,4.4908810396,4.4776481297,4.5897275601,4.4176073175,4.4936272653,4.5838137522,4.5703520074,4.5446173116,4.5270259251,4.5467377845,4.5452421403,4.478679095,4.4922422204,4.5305156029,4.4998096703,4.4860791703,1995.3,91.5888,92.0577,89.2,88.0274,98.4676,82.8977,89.4453,97.887,96.5781,94.1244,92.4831,94.3242,94.18323,88.1182,89.3215,92.8064,90,88.7727
1995.4,4.5249325426,4.5227945926,4.4968419376,4.4792043877,4.5890641778,4.4215718144,4.4963102211,4.5887633265,4.5703520074,4.5360869533,4.526031736,4.5523884159,4.5440959506,4.4869923224,4.5027752686,4.5271837793,4.5042442674,4.4908653444,1995.4,92.2897,92.0926,89.7333,88.1645,98.4023,83.227,89.6856,98.3727,96.5781,93.3249,92.3912,94.8587,94.07534,88.8538,90.2673,92.4977,90.4,89.1986
1996.1,4.5291429887,4.5269610463,4.5020294271,4.4842988866,4.5864103148,4.4401905845,4.4932437171,4.5873330459,4.574814066,4.5474711555,4.5375356772,4.5594811583,4.5528495219,4.4991038658,4.5133114431,4.5315128815,4.5108595065,4.4999385509,1996.1,92.6791,92.4771,90.2,88.6148,98.1415,84.7911,89.411,98.2321,97.01,94.3934,93.4602,95.5339,94.90245,89.9365,91.2234,92.899,91,90.0116
1996.2,4.5358436874,4.5348657405,4.5115922051,4.4972497298,4.5933627518,4.456561123,4.5012353203,4.5916177654,4.5754982974,4.5528258131,4.5392109227,4.5673997806,4.5566317251,4.5100503881,4.5242648564,4.5361555285,4.5185223793,4.5097831032,1996.2,93.3022,93.211,91.0667,89.7699,98.8262,86.1906,90.1284,98.6539,97.0764,94.9002,93.6169,96.2934,95.26207,90.9264,92.2281,93.3313,91.7,90.9021
1996.3,4.5383442507,4.5363644398,4.513419962,4.498993782,4.5917120299,4.4670121067,4.5073489561,4.5855101885,4.5761830903,4.5558255181,4.5461810386,4.5650604378,4.5588941787,4.5146895253,4.5268247871,4.5358243951,4.5196122976,4.5150922939,1996.3,93.5358,93.3508,91.2333,89.9266,98.6632,87.0961,90.6811,98.0532,97.1429,95.1853,94.2717,96.0684,95.47784,91.3492,92.4645,93.3004,91.8,91.386
1996.4,4.5400085374,4.5423368768,4.5199749769,4.5050713589,4.5943518786,4.4711003627,4.5137629797,4.5862921112,4.578573612,4.5604740299,4.5501288237,4.5691512218,4.5592707397,4.519606851,4.5316076035,4.5354931519,4.5261269786,4.52226781,1996.4,93.6916,93.91,91.8333,90.4748,98.924,87.4529,91.2646,98.1299,97.3754,95.6288,94.6446,96.4622,95.5138,91.7995,92.9078,93.2695,92.4,92.0441
1997.1,4.5416700589,4.5479043546,4.5232364414,4.5108968685,4.5920423923,4.4860487551,4.5238679354,4.5856407214,4.5823200999,4.5641106633,4.5564651182,4.5740973882,4.5705025478,4.5242019668,4.537948602,4.536816396,4.5304466398,4.5289757309,1997.1,93.8474,94.4343,92.1333,91.0034,98.6958,88.77,92.1915,98.066,97.7409,95.9772,95.2462,96.9405,96.59264,92.2223,93.4988,93.393,92.8,92.6636
1997.2,4.5391767403,4.5508597129,4.5322413645,4.5235110059,4.6139316917,4.4961975991,4.5280785363,4.5935590367,4.5809594573,4.5674049731,4.5543567764,4.5764157102,4.5716188833,4.5256539231,4.542992609,4.545801213,4.5368913452,4.5329370706,1997.2,93.6137,94.7138,92.9667,92.1586,100.88,89.6755,92.5805,98.8456,97.608,96.2939,95.0456,97.1655,96.70053,92.3563,93.9716,94.2359,93.4,93.0314
1997.3,4.5350084173,4.5534399541,4.5372478127,4.5332358498,4.6136144328,4.5059419406,4.529684496,4.5961415502,4.5809594573,4.5670767572,4.5638720365,4.5775728588,4.5812414641,4.5325532555,4.5448775716,4.5502471542,4.5432947823,4.5368817092,1997.3,93.2243,94.9585,93.4333,93.0592,100.848,90.5536,92.7293,99.1012,97.608,96.2623,95.9543,97.278,97.63553,92.9957,94.1489,94.6558,94,93.3991
1997.4,4.5375110675,4.552703572,4.541164856,4.5411989706,4.6161991428,4.5203832422,4.5359572903,4.6017995116,4.5816394981,4.5706895011,4.5629565987,4.5807494114,4.579767041,4.5391478979,4.5511362975,4.553568423,4.5507140002,4.5408119153,1997.4,93.4579,94.8886,93.8,93.8032,101.109,91.8708,93.3128,99.6635,97.6744,96.6107,95.8665,97.5875,97.49168,93.611,94.74,94.9707,94.7,93.7669
1998.1,4.5400085374,4.5582127414,4.5436489749,4.5443251024,4.6123146037,4.5716165048,4.5449402363,4.5909698366,4.5819793452,4.5746161286,4.5637407153,4.5810721466,4.582345882,4.5424827505,4.5579747995,4.5552569915,4.5517694093,4.543492635,1998.1,93.6916,95.4128,94.0333,94.0969,100.717,96.7003,94.1548,98.59,97.7076,96.9908,95.9417,97.619,97.74342,93.9237,95.3901,95.1312,94.8,94.0186
1998.2,4.5458107635,4.5607741037,4.5517694093,4.5626749173,4.6171580436,4.5747336587,4.5502946937,4.5948511272,4.5816394981,4.576899304,4.5707702343,4.5857396295,4.5852848773,4.5456261052,4.5632267295,4.5616184274,4.5591262475,4.5488315537,1998.2,94.2368,95.6575,94.8,95.8395,101.206,97.0022,94.6603,98.9734,97.6744,97.2125,96.6185,98.0757,98.03111,94.2194,95.8924,95.7383,95.5,94.5219
1998.3,4.5482865579,4.5618690793,4.5538768916,4.5659375528,4.6116690227,4.5738838324,4.5529617361,4.5899316673,4.5819793452,4.5759215856,4.5714510315,4.5834091222,4.5878494443,4.5521712273,4.5650739697,4.562275211,4.5612182985,4.5527151644,1998.3,94.4704,95.7623,95,96.1527,100.652,96.9198,94.9131,98.4877,97.7076,97.1175,96.6843,97.8474,98.28284,94.8381,96.0697,95.8012,95.7,94.8897
1998.4,4.553220887,4.5636927684,4.5580785785,4.5704079192,4.6213387671,4.5784041503,4.5586046455,4.5907101416,4.5809594573,4.5778770951,4.5696994728,4.5830748725,4.5849179877,4.5539810967,4.5684522583,4.5629190457,4.5674683188,4.5561763511,1998.4,94.9377,95.9371,95.4,96.5835,101.63,97.3589,95.4502,98.5644,97.608,97.3076,96.5151,97.8147,97.99515,95.0099,96.3948,95.8629,96.3,95.2187
1999.1,4.5524000121,4.5658761901,4.5636531583,4.5661413744,4.6113411066,4.5786855437,4.5671744023,4.5903214877,4.5850348233,4.5791783047,4.5741695949,4.5834091222,4.5849179877,4.5610469149,4.5718191724,4.561952616,4.5726469943,4.5600315967,1999.1,94.8598,96.1468,95.9333,96.1723,100.619,97.3863,96.2717,98.5261,98.0066,97.4343,96.9475,97.8474,97.99515,95.6836,96.7199,95.7703,96.8,95.5865
1999.2,4.556496615,4.5767223564,4.5740231131,4.5766719412,4.6145857204,4.5806561575,4.5743686519,4.5969152072,4.587405321,4.5804778234,4.5798739162,4.5893903365,4.5904074511,4.5679209682,4.5776067816,4.5731406741,4.5808774934,4.5697056894,1999.2,95.2492,97.1953,96.9333,97.1904,100.946,97.5784,96.9668,99.1779,98.2392,97.561,97.5021,98.4344,98.53457,96.3436,97.2813,96.8478,97.6,96.5157
1999.3,4.5654507085,4.5835307328,4.579852378,4.5774772519,4.6116690227,4.5803753182,4.5724124626,4.5963998387,4.5917920971,4.5804778234,4.5806448844,4.5887277469,4.5940503896,4.5758803976,4.5821533186,4.5734916788,4.5839465495,4.5759040809,1999.3,96.1059,97.8593,97.5,97.2687,100.652,97.551,96.7773,99.1268,98.6711,97.561,97.5773,98.3692,98.89418,97.1135,97.7246,96.8818,97.9,97.1158
1999.4,4.5711075869,4.5870958244,4.5876852109,4.584897068,4.6116690227,4.5912852347,4.5850644127,4.6011581485,4.5951531829,4.5875946369,4.5854489954,4.5930287765,4.5936867025,4.5807176446,4.5887836572,4.5795282229,4.5890408041,4.5820632655,1999.4,96.6511,98.2088,98.2667,97.9931,100.652,98.6211,98.0095,99.5996,99.0033,98.2578,98.0472,98.7932,98.85822,97.5844,98.3747,97.4684,98.4,97.7158
2000.1,4.5799323748,4.592065696,4.5944458857,4.5888853042,4.6048441328,4.5940647483,4.5953268994,4.5983832065,4.6004822146,4.5948329403,4.5939454234,4.5986258183,4.6002132205,4.5898341884,4.5950723743,4.5919187726,4.5920849464,4.5919197859,2000.1,97.5078,98.6981,98.9333,98.3847,99.9674,98.8956,99.0205,99.3236,99.5323,98.9716,98.8838,99.3477,99.50553,98.4781,98.9953,98.6836,98.7,98.6837
2000.2,4.5878877005,4.6008799963,4.6058399616,4.6074176585,4.6077767859,4.5960799951,4.6032723863,4.6053601679,4.6032884166,4.6014030994,4.6027472531,4.6041917074,4.6016578249,4.5991802823,4.6022108114,4.6036690599,4.6031681833,4.6024565073,2000.2,98.2866,99.5719,100.067,100.225,100.261,99.0951,99.8104,100.019,99.812,99.624,99.758,99.9022,99.64938,99.4028,99.7045,99.85,99.8,99.729
2000.3,4.6244530704,4.6103169188,4.6068387931,4.6089829083,4.6048441328,4.610107975,4.6064293929,4.6048731419,4.6062795704,4.6087039349,4.610257225,4.6074475907,4.6077737937,4.6114504239,4.6081258138,4.6086640752,4.608165695,4.610386557,2000.3,101.947,100.516,100.167,100.382,99.9674,100.495,100.126,99.9703,100.111,100.354,100.51,100.228,100.2607,100.63,100.296,100.35,100.3,100.523
2000.4,4.6275088106,4.6172469672,4.613465683,4.6151997216,4.6032122705,4.6160606688,4.6155461688,4.6120166951,4.6105954426,4.6156253399,4.6136144328,4.6116690227,4.6109971761,4.6199504182,4.6151700206,4.6162683727,4.6170987569,4.6157638742,2000.4,102.259,101.215,100.833,101.008,99.8044,101.095,101.043,100.687,100.544,101.051,100.848,100.652,100.5844,101.489,101.005,101.116,101.2,101.065
2001.1,4.6381116102,4.6193097495,4.6177605931,4.6140407262,4.6002671859,4.6337090508,4.6304382427,4.6134557656,4.6105954426,4.6227350172,4.6155758587,4.6110230247,4.6170562658,4.6270099526,4.6236189561,4.6198912968,4.6308379327,4.6252962904,2001.1,103.349,101.424,101.267,100.891,99.5109,102.895,102.559,100.832,100.544,101.772,101.046,100.587,101.1957,102.208,101.862,101.483,102.6,102.033
2001.2,4.6463697092,4.6360582015,4.6311595184,4.6263835824,4.5996117666,4.6453039437,4.64208054,4.6322404575,4.6182147347,4.6318608012,4.631899747,4.6245511558,4.6262533656,4.6397358504,4.6322793885,4.6342434335,4.6463121293,4.6356702926,2001.2,104.206,103.137,102.633,102.144,99.4457,104.095,103.76,102.744,101.313,102.705,102.709,101.957,102.1307,103.517,102.748,102.95,104.2,103.097
2001.3,4.6493497376,4.637075747,4.6305162436,4.6267653234,4.596985785,4.6510513612,4.6316757883,4.6328437171,4.6164859209,4.6344571066,4.6352822332,4.6255118836,4.6283641151,4.6472809497,4.6357284886,4.6335924203,4.6501435516,4.6369885694,2001.3,104.517,103.242,102.567,102.183,99.1849,104.695,102.686,102.806,101.138,102.972,103.057,102.055,102.3465,104.301,103.103,102.883,104.6,103.233
2001.4,4.6582558731,4.6278901224,4.6340782911,4.6256196629,4.5933627518,4.6491392234,4.6353598572,4.637075747,4.6147343037,4.6367173015,4.6355538906,4.6255118836,4.6273092973,4.6476452135,4.6388757185,4.6342434335,4.6558633003,4.6341657228,2001.4,105.452,102.298,102.933,102.066,98.8262,104.495,103.065,103.242,100.961,103.205,103.085,102.055,102.2386,104.339,103.428,102.95,105.2,102.942
2002.1,4.6670739893,4.6346998616,4.6424659707,4.6261877612,4.5864103148,4.6586635584,4.6408558119,4.6398131294,4.6161991428,4.6418684898,4.6425526722,4.632201525,4.636761872,4.6517579266,4.6474055812,4.6392140609,4.6681449851,4.6377341769,2002.1,106.386,102.997,103.8,102.124,98.1415,105.495,103.633,103.525,101.109,103.738,103.809,102.74,103.2096,104.769,104.314,103.463,106.5,103.31
2002.2,4.6743697028,4.6495219436,4.653646015,4.6385759481,4.5907202872,4.6718470443,4.646331323,4.6518438262,4.6250904534,4.6495602075,4.64517905,4.6407303614,4.638849613,4.6734361267,4.6547505141,4.6481626234,4.6784206477,4.6485457175,2002.2,107.165,104.535,104.967,103.397,98.5654,106.895,104.202,104.778,102.012,104.539,104.082,103.62,103.4253,107.065,105.083,104.393,107.6,104.433
2002.3,4.680889716,4.6601601393,4.653646015,4.6419745205,4.5890641778,4.6765136261,4.6460337796,4.6510895667,4.6195364946,4.6514715414,4.6477889653,4.6426201014,4.6398923342,4.6708455607,4.6595163157,4.6468781879,4.6821312271,4.6527977699,2002.3,107.866,105.653,104.967,103.749,98.4023,107.395,104.171,104.699,101.447,104.739,104.354,103.816,103.5332,106.788,105.585,104.259,108,104.878
2002.4,4.6880856863,4.6651075128,4.6596583713,4.6508125439,4.5880698043,4.681158532,4.6574874559,4.6583601805,4.6248257436,4.6543317098,4.6480668269,4.6473192995,4.6391976297,4.6862892373,4.6662088397,4.6497515054,4.6839813664,4.655929838,2002.4,108.645,106.177,105.6,104.67,98.3045,107.895,105.371,105.463,101.985,105.039,104.383,104.305,103.4613,108.45,106.294,104.559,108.2,105.207
2003.1,4.7009075473,4.6785135802,4.6700211583,4.6564049787,4.5840823932,4.6986149907,4.6852836604,4.6692242148,4.6265989414,4.6593931846,4.6580946493,4.6557302116,4.6481942342,4.6886101932,4.6742390546,4.6551881675,4.6922648928,4.6660018452,2003.1,110.047,107.61,106.7,105.257,97.9133,109.795,108.341,106.615,102.166,105.572,105.435,105.186,104.3963,108.702,107.151,105.129,109.1,106.272
2003.2,4.7009075473,4.6768953214,4.6762528723,4.6682388775,4.588401372,4.7049702711,4.6685205015,4.6703022809,4.6305259933,4.6612858341,4.6589005084,4.6594405445,4.6471601382,4.7016251648,4.6813902119,4.6567754317,4.6986605291,4.6696368295,2003.2,110.047,107.436,107.367,106.51,98.3371,110.495,106.54,106.73,102.568,105.772,105.52,105.577,104.2884,110.126,107.92,105.296,109.8,106.659
2003.3,4.7065528003,4.6807877324,4.671893818,4.6708081026,4.5867424331,4.7076726212,4.6649568097,4.6668201643,4.6239821266,4.6641181088,4.6645799525,4.6686706685,4.6502592237,4.6995162648,4.6865750424,4.6526165906,4.7022968967,4.6745283241,2003.3,110.67,107.855,106.9,106.784,98.1741,110.794,106.161,106.359,101.899,106.072,106.121,106.556,104.6121,109.894,108.481,104.859,110.2,107.182
